Specimen,Museum,Species,Clade,State,County,LatDD,LongDD,SVL,TL,AG,CW,FL,HL,SG,TW,TO,FI,HW,ED,IN,ES,ON,IO,IC
RAP0872,,santeetlah,santeetlah,North Carolina,Jackson,35.2837986,-82.9320017,23.69,15.21,12.33,3.10,2.16,1.53,5.72,2.26,1.48,0.69,4.03,1.55,1.26,1.42,0.89,1.37,1.88
RAP0873,,santeetlah,santeetlah,North Carolina,Jackson,35.2837986,-82.9320017,14.07,4.80,7.50,2.26,1.17,0.93,3.77,1.30,0.79,0.42,2.89,1.22,0.88,1.12,0.68,0.78,1.29
RAP0896,,santeetlah,santeetlah,North Carolina,Haywood,35.5356539,-83.1586715,38.72,25.50,20.87,5.80,3.16,2.06,7.84,4.65,2.37,1.46,5.93,2.33,2.12,2.15,1.10,1.78,2.76
RAP0898,,santeetlah,santeetlah,North Carolina,Haywood,35.5356539,-83.1586715,33.15,24.24,18.39,4.93,3.11,1.98,7.35,4.04,2.33,1.45,5.49,2.18,1.63,1.76,1.10,1.36,2.67
RAP0920,,santeetlah,santeetlah,North Carolina,Haywood,35.5455055,-83.1221851,43.41,30.97,23.64,6.38,2.67,2.31,9.91,4.62,2.85,1.77,6.85,2.63,2.41,2.73,1.55,2.04,3.30
RAP0921,,santeetlah,santeetlah,North Carolina,Haywood,35.5455055,-83.1221851,47.87,33.48,26.11,7.05,3.96,2.17,10.78,5.08,2.91,1.76,7.07,2.63,2.53,2.79,1.87,1.77,3.29
RAP0923,,santeetlah,santeetlah,North Carolina,Jackson,35.3417309,-83.0294169,54.92,43.93,28.98,8.55,4.74,3.55,12.86,6.00,3.29,2.43,8.67,3.10,3.09,3.44,2.37,2.34,4.15
RAP0926,,santeetlah,santeetlah,North Carolina,Swain,35.3549861,-83.3452396,36.99,29.10,19.52,5.20,2.84,1.99,8.34,4.20,2.65,1.36,5.46,2.01,1.91,2.22,1.50,1.66,2.71
RAP0929,MNHN-RA 2021.0130,santeetlah,santeetlah,North Carolina,Swain,35.3549861,-83.3452396,37.34,26.08,20.46,5.72,3.22,2.24,7.89,4.09,2.50,1.66,5.37,2.10,1.80,2.06,1.35,1.59,2.53
RAP0930,BMNH 2021.7557,santeetlah,santeetlah,North Carolina,Swain,35.3549861,-83.3452396,45.12,35.41,26.68,5.92,3.25,3.11,9.55,4.30,3.06,1.64,6.23,2.49,2.21,2.35,1.56,1.54,3.01
RAP1233,,santeetlah,santeetlah,North Carolina,Haywood,35.527052,-83.14852,37.98,20.26,20.56,5.04,3.13,2.79,8.45,4.36,2.33,1.31,5.75,2.07,1.99,2.29,1.39,1.78,2.87
RAP1694,,santeetlah,santeetlah,North Carolina,Haywood,35.711306,-83.068138,20.16,6.82,10.20,2.96,1.84,1.60,4.84,2.11,1.00,0.58,3.47,1.42,1.27,1.34,0.83,0.94,1.81
RAP1695,,santeetlah,santeetlah,North Carolina,Haywood,35.711306,-83.068138,24.42,13.76,13.18,3.29,2.36,1.89,5.52,2.38,1.52,0.76,4.12,1.66,1.50,1.46,1.02,1.29,1.69
RAP1696,,santeetlah,santeetlah,North Carolina,Haywood,35.711306,-83.068138,37.49,15.57,20.80,4.99,3.26,2.80,8.07,3.75,2.32,1.25,5.40,2.08,2.16,2.13,1.30,1.43,2.64
RAP1697,,santeetlah,santeetlah,North Carolina,Haywood,35.711306,-83.068138,33.68,23.13,17.80,4.46,3.45,2.56,7.81,3.40,2.12,1.05,5.20,1.99,2.02,2.07,1.29,1.59,2.55
RAP2456,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,15.07,8.49,8.21,2.12,1.38,1.05,3.48,1.45,0.98,0.65,2.89,1.18,1.09,0.84,0.33,0.71,1.15
RAP2457,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,38.71,19.15,21.58,4.96,3.88,2.32,8.83,4.14,2.35,1.42,5.55,2.21,1.90,2.07,1.21,1.48,2.75
RAP2458,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,36.34,28.29,20.59,5.05,2.32,2.97,8.47,3.47,2.31,1.22,5.70,2.09,2.33,2.20,1.35,1.28,2.51
RAP2459,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,44.73,41.89,23.33,7.10,3.19,3.67,10.59,5.77,2.53,1.53,7.07,2.56,2.63,2.69,1.62,1.50,3.28
RAP2460,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,51.00,35.32,27.24,7.87,3.88,3.03,11.15,6.20,2.80,1.60,7.37,2.23,2.95,3.25,1.95,2.17,3.56
RAP2461,,santeetlah,santeetlah,North Carolina,Graham,35.33603,-84.027809,51.66,36.93,29.09,7.14,3.11,3.36,11.31,5.98,2.96,1.61,7.77,2.09,2.86,3.18,1.88,2.08,3.75
RAP2605,,santeetlah,santeetlah,North Carolina,Jackson,35.364269,-83.0627,38.36,17.16,22.09,5.17,3.00,2.84,7.55,4.10,1.82,1.26,5.46,2.05,2.11,2.29,1.44,1.43,2.81
RAP2606,,santeetlah,santeetlah,North Carolina,Jackson,35.364269,-83.0627,39.28,38.55,22.07,5.76,2.66,2.96,8.04,4.41,2.50,1.49,5.80,2.17,1.97,2.65,1.73,1.49,2.91
RAP2607,,santeetlah,santeetlah,North Carolina,Jackson,35.364269,-83.0627,51.13,43.33,27.91,6.99,4.03,3.52,11.24,4.87,2.43,1.90,7.39,2.35,2.68,3.19,2.12,2.20,3.75
RAP2783,,santeetlah,santeetlah,North Carolina,Henderson,35.436574,-82.659776,35.37,39.19,19.35,4.78,3.60,2.96,8.07,3.74,2.31,1.34,5.46,2.06,2.04,2.23,1.39,1.36,2.69
RAP2784,,santeetlah,santeetlah,North Carolina,Henderson,35.436574,-82.659776,34.67,31.07,18.56,4.59,3.07,2.82,8.11,3.50,2.19,1.09,5.21,2.14,2.00,2.18,1.30,1.50,2.78
RAP2785,,santeetlah,santeetlah,North Carolina,Henderson,35.436574,-82.659776,38.35,44.53,20.66,4.99,3.81,2.74,8.33,3.72,2.29,1.36,5.67,2.10,2.19,2.19,1.41,1.56,2.73
RAP2787,,santeetlah,santeetlah,North Carolina,Buncombe,35.50086,-82.61127,42.30,46.77,22.51,5.83,3.65,3.77,9.94,5.01,2.66,1.47,6.34,2.12,2.47,2.86,1.80,1.84,3.47
RAP2828,,santeetlah,santeetlah,North Carolina,Jackson,35.364269,-83.0627,46.15,42.10,25.16,6.42,3.13,3.36,9.95,5.04,2.62,1.42,6.99,2.30,2.59,2.64,1.63,1.73,3.28
RAP2829,,santeetlah,santeetlah,North Carolina,Jackson,35.3671437,-83.0502499,34.49,32.40,18.71,4.40,2.99,2.85,8.02,3.26,2.32,1.10,5.14,1.98,1.97,2.15,1.34,1.55,2.68
RAP2830,,santeetlah,santeetlah,North Carolina,Jackson,35.3671437,-83.0502499,38.01,36.13,21.01,4.61,2.29,2.84,8.53,4.02,2.15,1.32,5.59,2.03,2.31,2.17,1.28,1.37,2.88
RAP2835,,santeetlah,santeetlah,North Carolina,Graham,35.352532,-83.710439,44.32,42.79,24.31,6.24,3.62,3.47,10.04,5.45,2.87,1.67,6.86,2.40,2.73,2.95,1.92,2.06,3.56
RAP2836,,santeetlah,santeetlah,North Carolina,Graham,35.352532,-83.710439,35.33,35.60,19.02,4.99,2.85,2.85,8.11,3.98,2.40,1.33,5.61,1.88,2.09,2.38,1.55,1.54,2.88
RAP2837,,santeetlah,santeetlah,North Carolina,Graham,35.352532,-83.710439,43.24,32.70,23.46,5.80,3.68,3.90,10.10,4.74,3.05,1.49,6.47,2.37,2.59,2.82,1.72,1.71,3.43
